trip_id,arrival_time,departure_time,stop_id,stop_sequence
TNCG2R_1725,19:37:55,19:37:55,S14,12
TNCG2R_1725,19:50:00,19:50:00,S13,13
TNCG2R_1725,20:02:05,20:02:05,S12,14
TNCG2R_1725,20:14:10,20:14:10,S11,15
TNCG2R_1725,20:26:15,20:26:15,S10,16
TNCG2R_1725,20:38:20,20:38:20,S09,17
TNCG2R_1725,20:50:25,20:50:25,S08,18
TNCG2R_1725,21:02:30,21:02:30,S07,19
TNCG2R_1725,21:14:35,21:14:35,S06,20
TNCG2R_1725,21:26:40,21:26:40,S05,21
TNCG2R_1725,21:38:45,21:38:45,S04,22
TNCG2R_1725,21:50:50,21:50:50,S03,23
TNCG2R_1725,22:02:55,22:02:55,S02,24
TNCG2R_1725,22:15:00,22:15:00,S01,25
TNCG2R_1850,18:50:00,18:50:00,S25,1
TNCG2R_1850,19:00:25,19:00:25,S24,2
TNCG2R_1850,19:10:50,19:10:50,S23,3
TNCG2R_1850,19:21:15,19:21:15,S22,4
TNCG2R_1850,19:31:40,19:31:40,S21,5
TNCG2R_1850,19:42:05,19:42:05,S20,6
TNCG2R_1850,19:52:30,19:52:30,S19,7
TNCG2R_1850,20:02:55,20:02:55,S18,8
TNCG2R_1850,20:13:20,20:13:20,S17,9
TNCG2R_1850,20:23:45,20:23:45,S16,10
TNCG2R_1850,20:34:10,20:34:10,S15,11
TNCG2R_1850,20:44:35,20:44:35,S14,12
TNCG2R_1850,20:55:00,20:55:00,S13,13
TNCG2R_1850,21:05:25,21:05:25,S12,14
TNCG2R_1850,21:15:50,21:15:50,S11,15
TNCG2R_1850,21:26:15,21:26:15,S10,16
TNCG2R_1850,21:36:40,21:36:40,S09,17
TNCG2R_1850,21:47:05,21:47:05,S08,18
TNCG2R_1850,21:57:30,21:57:30,S07,19
TNCG2R_1850,22:07:55,22:07:55,S06,20
TNCG2R_1850,22:18:20,22:18:20,S05,21
TNCG2R_1850,22:28:45,22:28:45,S04,22
TNCG2R_1850,22:39:10,22:39:10,S03,23
TNCG2R_1850,22:49:35,22:49:35,S02,24
TNCG2R_1850,23:00:00,23:00:00,S01,25
TSLTB2_0500,05:00:00,05:00:00,S01,1
TSLTB2_0500,05:12:30,05:12:30,S02,2
TSLTB2_0500,05:25:00,05:25:00,S03,3
TSLTB2_0500,05:37:30,05:37:30,S04,4
TSLTB2_0500,05:50:00,05:50:00,S05,5
TSLTB2_0500,06:02:30,06:02:30,S06,6
TSLTB2_0500,06:15:00,06:15:00,S07,7
TSLTB2_0500,06:27:30,06:27:30,S08,8
TSLTB2_0500,06:40:00,06:40:00,S09,9
TSLTB2_0500,06:52:30,06:52:30,S10,10
TSLTB2_0500,07:05:00,07:05:00,S11,11
TSLTB2_0500,07:17:30,07:17:30,S12,12
TSLTB2_0500,07:30:00,07:30:00,S13,13
TSLTB2_0500,07:42:30,07:42:30,S14,14
TSLTB2_0500,07:55:00,07:55:00,S15,15
TSLTB2_0500,08:07:30,08:07:30,S16,16
TSLTB2_0500,08:20:00,08:20:00,S17,17
TSLTB2_0500,08:32:30,08:32:30,S18,18
TSLTB2_0500,08:45:00,08:45:00,S19,19
TSLTB2_0500,08:57:30,08:57:30,S20,20
TSLTB2_0500,09:10:00,09:10:00,S21,21
TSLTB2_0500,09:22:30,09:22:30,S22,22
TSLTB2_0500,09:35:00,09:35:00,S23,23
TSLTB2_0500,09:47:30,09:47:30,S24,24
TSLTB2_0500,10:00:00,10:00:00,S25,25
TSLTB2_0710,07:10:00,07:10:00,S01,1
TSLTB2_0710,07:22:55,07:22:55,S02,2
TSLTB2_0710,07:35:50,07:35:50,S03,3
TSLTB2_0710,07:48:45,07:48:45,S04,4
TSLTB2_0710,08:01:40,08:01:40,S05,5
TSLTB2_0710,08:14:35,08:14:35,S06,6
TSLTB2_0710,08:27:30,08:27:30,S07,7
TSLTB2_0710,08:40:25,08:40:25,S08,8
TSLTB2_0710,08:53:20,08:53:20,S09,9
TSLTB2_0710,09:06:15,09:06:15,S10,10
TSLTB2_0710,09:19:10,09:19:10,S11,11
TSLTB2_0710,09:32:05,09:32:05,S12,12
TSLTB2_0710,09:45:00,09:45:00,S13,13
TSLTB2_0710,09:57:55,09:57:55,S14,14
TSLTB2_0710,10:10:50,10:10:50,S15,15
TSLTB2_0710,10:23:45,10:23:45,S16,16
TSLTB2_0710,10:36:40,10:36:40,S17,17
TSLTB2_0710,10:49:35,10:49:35,S18,18
TSLTB2_0710,11:02:30,11:02:30,S19,19
TSLTB2_0710,11:15:25,11:15:25,S20,20
TSLTB2_0710,11:28:20,11:28:20,S21,21
TSLTB2_0710,11:41:15,11:41:15,S22,22
TSLTB2_0710,11:54:10,11:54:10,S23,23
TSLTB2_0710,12:07:05,12:07:05,S24,24
TSLTB2_0710,12:20:00,12:20:00,S25,25
TSLTB2_0750,07:50:00,07:50:00,S01,1
TSLTB2_0750,08:04:48,08:04:48,S02,2
TSLTB2_0750,08:19:35,08:19:35,S03,3
TSLTB2_0750,08:34:22,08:34:22,S04,4
TSLTB2_0750,08:49:10,08:49:10,S05,5
TSLTB2_0750,09:03:58,09:03:58,S06,6
TSLTB2_0750,09:18:45,09:18:45,S07,7
TSLTB2_0750,09:33:32,09:33:32,S08,8
TSLTB2_0750,09:48:20,09:48:20,S09,9
TSLTB2_0750,10:03:08,10:03:08,S10,10
TSLTB2_0750,10:17:55,10:17:55,S11,11
TSLTB2_0750,10:32:42,10:32:42,S12,12
TSLTB2_0750,10:47:30,10:47:30,S13,13
TSLTB2_0750,11:02:18,11:02:18,S14,14
TSLTB2_0750,11:17:05,11:17:05,S15,15
TSLTB2_0750,11:31:52,11:31:52,S16,16
TSLTB2_0750,11:46:40,11:46:40,S17,17
TSLTB2_0750,12:01:28,12:01:28,S18,18
TSLTB2_0750,12:16:15,12:16:15,S19,19
TSLTB2_0750,12:31:02,12:31:02,S20,20
TSLTB2_0750,12:45:50,12:45:50,S21,21
TSLTB2_0750,13:00:38,13:00:38,S22,22
TSLTB2_0750,13:15:25,13:15:25,S23,23
TSLTB2_0750,13:30:12,13:30:12,S24,24
TSLTB2_0750,13:45:00,13:45:00,S25,25
TSLTB2_0850,08:50:00,08:50:00,S01,1
TSLTB2_0850,09:03:32,09:03:32,S02,2
TSLTB2_0850,09:17:05,09:17:05,S03,3
TSLTB2_0850,09:30:38,09:30:38,S04,4
TSLTB2_0850,09:44:10,09:44:10,S05,5
TSLTB2_0850,09:57:42,09:57:42,S06,6
TSLTB2_0850,10:11:15,10:11:15,S07,7
TSLTB2_0850,10:24:48,10:24:48,S08,8
TSLTB2_0850,10:38:20,10:38:20,S09,9
TSLTB2_0850,10:51:52,10:51:52,S10,10
TSLTB2_0850,11:05:25,11:05:25,S11,11
TSLTB2_0850,11:18:58,11:18:58,S12,12
TSLTB2_0850,11:32:30,11:32:30,S13,13
TSLTB2_0850,11:46:02,11:46:02,S14,14
TSLTB2_0850,11:59:35,11:59:35,S15,15
TSLTB2_0850,12:13:08,12:13:08,S16,16
TSLTB2_0850,12:26:40,12:26:40,S17,17
TSLTB2_0850,12:40:12,12:40:12,S18,18
TSLTB2_0850,12:53:45,12:53:45,S19,19
TSLTB2_0850,13:07:18,13:07:18,S20,20
TSLTB2_0850,13:20:50,13:20:50,S21,21
TSLTB2_0850,13:34:22,13:34:22,S22,22
TSLTB2_0850,13:47:55,13:47:55,S23,23
TSLTB2_0850,14:01:28,14:01:28,S24,24
TSLTB2_0850,14:15:00,14:15:00,S25,25
TSLTB2_0930,09:30:00,09:30:00,S01,1
TSLTB2_0930,09:42:30,09:42:30,S02,2
TSLTB2_0930,09:55:00,09:55:00,S03,3
TSLTB2_0930,10:07:30,10:07:30,S04,4
TSLTB2_0930,10:20:00,10:20:00,S05,5
TSLTB2_0930,10:32:30,10:32:30,S06,6
TSLTB2_0930,10:45:00,10:45:00,S07,7
TSLTB2_0930,10:57:30,10:57:30,S08,8
TSLTB2_0930,11:10:00,11:10:00,S09,9
TSLTB2_0930,11:22:30,11:22:30,S10,10
TSLTB2_0930,11:35:00,11:35:00,S11,11
TSLTB2_0930,11:47:30,11:47:30,S12,12
TSLTB2_0930,12:00:00,12:00:00,S13,13
TSLTB2_0930,12:12:30,12:12:30,S14,14
TSLTB2_0930,12:25:00,12:25:00,S15,15
TSLTB2_0930,12:37:30,12:37:30,S16,16
TSLTB2_0930,12:50:00,12:50:00,S17,17
TSLTB2_0930,13:02:30,13:02:30,S18,18
TSLTB2_0930,13:15:00,13:15:00,S19,19
TSLTB2_0930,13:27:30,13:27:30,S20,20
TSLTB2_0930,13:40:00,13:40:00,S21,21
TSLTB2_0930,13:52:30,13:52:30,S22,22
TSLTB2_0930,14:05:00,14:05:00,S23,23
TSLTB2_0930,14:17:30,14:17:30,S24,24
TSLTB2_0930,14:30:00,14:30:00,S25,25
TSLTB2_1130,11:30:00,11:30:00,S01,1
TSLTB2_1130,11:43:45,11:43:45,S02,2
TSLTB2_1130,11:57:30,11:57:30,S03,3
TSLTB2_1130,12:11:15,12:11:15,S04,4
TSLTB2_1130,12:25:00,12:25:00,S05,5
TSLTB2_1130,12:38:45,12:38:45,S06,6
TSLTB2_1130,12:52:30,12:52:30,S07,7
TSLTB2_1130,13:06:15,13:06:15,S08,8
TSLTB2_1130,13:20:00,13:20:00,S09,9
TSLTB2_1130,13:33:45,13:33:45,S10,10
TSLTB2_1130,13:47:30,13:47:30,S11,11
TSLTB2_1130,14:01:15,14:01:15,S12,12
TSLTB2_1130,14:15:00,14:15:00,S13,13
TSLTB2_1130,14:28:45,14:28:45,S14,14
TSLTB2_1130,14:42:30,14:42:30,S15,15
TSLTB2_1130,14:56:15,14:56:15,S16,16
TSLTB2_1130,15:10:00,15:10:00,S17,17
TSLTB2_1130,15:23:45,15:23:45,S18,18
TSLTB2_1130,15:37:30,15:37:30,S19,19
TSLTB2_1130,15:51:15,15:51:15,S20,20
TSLTB2_1130,16:05:00,16:05:00,S21,21
TSLTB2_1130,16:18:45,16:18:45,S22,22
TSLTB2_1130,16:32:30,16:32:30,S23,23
TSLTB2_1130,16:46:15,16:46:15,S24,24
TSLTB2_1130,17:00:00,17:00:00,S25,25
TSLTB2_1230,12:30:00,12:30:00,S01,1
TSLTB2_1230,12:42:55,12:42:55,S02,2
TSLTB2_1230,12:55:50,12:55:50,S03,3
TSLTB2_1230,13:08:45,13:08:45,S04,4
TSLTB2_1230,13:21:40,13:21:40,S05,5
TSLTB2_1230,13:34:35,13:34:35,S06,6
TSLTB2_1230,13:47:30,13:47:30,S07,7
TSLTB2_1230,14:00:25,14:00:25,S08,8
TSLTB2_1230,14:13:20,14:13:20,S09,9
TSLTB2_1230,14:26:15,14:26:15,S10,10
TSLTB2_1230,14:39:10,14:39:10,S11,11
TSLTB2_1230,14:52:05,14:52:05,S12,12
TSLTB2_1230,15:05:00,15:05:00,S13,13
TSLTB2_1230,15:17:55,15:17:55,S14,14
TSLTB2_1230,15:30:50,15:30:50,S15,15
TSLTB2_1230,15:43:45,15:43:45,S16,16
TSLTB2_1230,15:56:40,15:56:40,S17,17
TSLTB2_1230,16:09:35,16:09:35,S18,18
TSLTB2_1230,16:22:30,16:22:30,S19,19
TSLTB2_1230,16:35:25,16:35:25,S20,20
TSLTB2_1230,16:48:20,16:48:20,S21,21
TSLTB2_1230,17:01:15,17:01:15,S22,22
TSLTB2_1230,17:14:10,17:14:10,S23,23
TSLTB2_1230,17:27:05,17:27:05,S24,24
TSLTB2_1230,17:40:00,17:40:00,S25,25
TSLTB2_1330,13:30:00,13:30:00,S01,1
TSLTB2_1330,13:42:30,13:42:30,S02,2
TSLTB2_1330,13:55:00,13:55:00,S03,3
TSLTB2_1330,14:07:30,14:07:30,S04,4
TSLTB2_1330,14:20:00,14:20:00,S05,5
TSLTB2_1330,14:32:30,14:32:30,S06,6
TSLTB2_1330,14:45:00,14:45:00,S07,7
TSLTB2_1330,14:57:30,14:57:30,S08,8
TSLTB2_1330,15:10:00,15:10:00,S09,9
TSLTB2_1330,15:22:30,15:22:30,S10,10
TSLTB2_1330,15:35:00,15:35:00,S11,11
TSLTB2_1330,15:47:30,15:47:30,S12,12
TSLTB2_1330,16:00:00,16:00:00,S13,13
TSLTB2_1330,16:12:30,16:12:30,S14,14
TSLTB2_1330,16:25:00,16:25:00,S15,15
TSLTB2_1330,16:37:30,16:37:30,S16,16
TSLTB2_1330,16:50:00,16:50:00,S17,17
TSLTB2_1330,17:02:30,17:02:30,S18,18
TSLTB2_1330,17:15:00,17:15:00,S19,19
TSLTB2_1330,17:27:30,17:27:30,S20,20
TSLTB2_1330,17:40:00,17:40:00,S21,21
TSLTB2_1330,17:52:30,17:52:30,S22,22
TSLTB2_1330,18:05:00,18:05:00,S23,23
TSLTB2_1330,18:17:30,18:17:30,S24,24
TSLTB2_1330,18:30:00,18:30:00,S25,25
TSLTB2_1640,16:40:00,16:40:00,S01,1
TSLTB2_1640,16:52:30,16:52:30,S02,2
TSLTB2_1640,17:05:00,17:05:00,S03,3
TSLTB2_1640,17:17:30,17:17:30,S04,4
TSLTB2_1640,17:30:00,17:30:00,S05,5
TSLTB2_1640,17:42:30,17:42:30,S06,6
TSLTB2_1640,17:55:00,17:55:00,S07,7
TSLTB2_1640,18:07:30,18:07:30,S08,8
TSLTB2_1640,18:20:00,18:20:00,S09,9
TSLTB2_1640,18:32:30,18:32:30,S10,10
TSLTB2_1640,18:45:00,18:45:00,S11,11
TSLTB2_1640,18:57:30,18:57:30,S12,12
TSLTB2_1640,19:10:00,19:10:00,S13,13
TSLTB2_1640,19:22:30,19:22:30,S14,14
TSLTB2_1640,19:35:00,19:35:00,S15,15
TSLTB2_1640,19:47:30,19:47:30,S16,16
TSLTB2_1640,20:00:00,20:00:00,S17,17
TSLTB2_1640,20:12:30,20:12:30,S18,18
TSLTB2_1640,20:25:00,20:25:00,S19,19
TSLTB2_1640,20:37:30,20:37:30,S20,20
TSLTB2_1640,20:50:00,20:50:00,S21,21
TSLTB2_1640,21:02:30,21:02:30,S22,22
TSLTB2_1640,21:15:00,21:15:00,S23,23
TSLTB2_1640,21:27:30,21:27:30,S24,24
TSLTB2_1640,21:40:00,21:40:00,S25,25
TSLTB2R_0445,04:45:00,04:45:00,S25,1
TSLTB2R_0445,04:58:32,04:58:32,S24,2
TSLTB2R_0445,05:12:05,05:12:05,S23,3
TSLTB2R_0445,05:25:38,05:25:38,S22,4
TSLTB2R_0445,05:39:10,05:39:10,S21,5
TSLTB2R_0445,05:52:42,05:52:42,S20,6
TSLTB2R_0445,06:06:15,06:06:15,S19,7
TSLTB2R_0445,06:19:48,06:19:48,S18,8
TSLTB2R_0445,06:33:20,06:33:20,S17,9
TSLTB2R_0445,06:46:52,06:46:52,S16,10
TSLTB2R_0445,07:00:25,07:00:25,S15,11
TSLTB2R_0445,07:13:58,07:13:58,S14,12
TSLTB2R_0445,07:27:30,07:27:30,S13,13
TSLTB2R_0445,07:41:02,07:41:02,S12,14
TSLTB2R_0445,07:54:35,07:54:35,S11,15
TSLTB2R_0445,08:08:08,08:08:08,S10,16
TSLTB2R_0445,08:21:40,08:21:40,S09,17
TSLTB2R_0445,08:35:12,08:35:12,S08,18
TSLTB2R_0445,08:48:45,08:48:45,S07,19
TSLTB2R_0445,09:02:18,09:02:18,S06,20
TSLTB2R_0445,09:15:50,09:15:50,S05,21
TSLTB2R_0445,09:29:22,09:29:22,S04,22
TSLTB2R_0445,09:42:55,09:42:55,S03,23
TSLTB2R_0445,09:56:28,09:56:28,S02,24
TSLTB2R_0445,10:10:00,10:10:00,S01,25
TSLTB2R_0630,06:30:00,06:30:00,S25,1
TSLTB2R_0630,06:42:30,06:42:30,S24,2
TSLTB2R_0630,06:55:00,06:55:00,S23,3
TSLTB2R_0630,07:07:30,07:07:30,S22,4
TSLTB2R_0630,07:20:00,07:20:00,S21,5
TSLTB2R_0630,07:32:30,07:32:30,S20,6
TSLTB2R_0630,07:45:00,07:45:00,S19,7
TSLTB2R_0630,07:57:30,07:57:30,S18,8
TSLTB2R_0630,08:10:00,08:10:00,S17,9
TSLTB2R_0630,08:22:30,08:22:30,S16,10
TSLTB2R_0630,08:35:00,08:35:00,S15,11
TSLTB2R_0630,08:47:30,08:47:30,S14,12
TSLTB2R_0630,09:00:00,09:00:00,S13,13
TSLTB2R_0630,09:12:30,09:12:30,S12,14
TSLTB2R_0630,09:25:00,09:25:00,S11,15
TSLTB2R_0630,09:37:30,09:37:30,S10,16
TSLTB2R_0630,09:50:00,09:50:00,S09,17
TSLTB2R_0630,10:02:30,10:02:30,S08,18
TSLTB2R_0630,10:15:00,10:15:00,S07,19
TSLTB2R_0630,10:27:30,10:27:30,S06,20
TSLTB2R_0630,10:40:00,10:40:00,S05,21
TSLTB2R_0630,10:52:30,10:52:30,S04,22
TSLTB2R_0630,11:05:00,11:05:00,S03,23
TSLTB2R_0630,11:17:30,11:17:30,S02,24
TSLTB2R_0630,11:30:00,11:30:00,S01,25
TSLTB2R_0745,07:45:00,07:45:00,S25,1
TSLTB2R_0745,07:57:30,07:57:30,S24,2
TSLTB2R_0745,08:10:00,08:10:00,S23,3
TSLTB2R_0745,08:22:30,08:22:30,S22,4
TSLTB2R_0745,08:35:00,08:35:00,S21,5
TSLTB2R_0745,08:47:30,08:47:30,S20,6
TSLTB2R_0745,09:00:00,09:00:00,S19,7
TSLTB2R_0745,09:12:30,09:12:30,S18,8
TSLTB2R_0745,09:25:00,09:25:00,S17,9
TSLTB2R_0745,09:37:30,09:37:30,S16,10
TSLTB2R_0745,09:50:00,09:50:00,S15,11
TSLTB2R_0745,10:02:30,10:02:30,S14,12
TSLTB2R_0745,10:15:00,10:15:00,S13,13
TSLTB2R_0745,10:27:30,10:27:30,S12,14
TSLTB2R_0745,10:40:00,10:40:00,S11,15
TSLTB2R_0745,10:52:30,10:52:30,S10,16
TSLTB2R_0745,11:05:00,11:05:00,S09,17
TSLTB2R_0745,11:17:30,11:17:30,S08,18
TSLTB2R_0745,11:30:00,11:30:00,S07,19
TSLTB2R_0745,11:42:30,11:42:30,S06,20
TSLTB2R_0745,11:55:00,11:55:00,S05,21
TSLTB2R_0745,12:07:30,12:07:30,S04,22
TSLTB2R_0745,12:20:00,12:20:00,S03,23
TSLTB2R_0745,12:32:30,12:32:30,S02,24
TSLTB2R_0745,12:45:00,12:45:00,S01,25
TSLTB2R_1145,11:45:00,11:45:00,S25,1
TSLTB2R_1145,11:55:38,11:55:38,S24,2
TSLTB2R_1145,12:06:15,12:06:15,S23,3
TSLTB2R_1145,12:16:52,12:16:52,S22,4
TSLTB2R_1145,12:27:30,12:27:30,S21,5
TSLTB2R_1145,12:38:08,12:38:08,S20,6
TSLTB2R_1145,12:48:45,12:48:45,S19,7
TSLTB2R_1145,12:59:22,12:59:22,S18,8
TSLTB2R_1145,13:10:00,13:10:00,S17,9
TSLTB2R_1145,13:20:38,13:20:38,S16,10
TSLTB2R_1145,13:31:15,13:31:15,S15,11
TSLTB2R_1145,13:41:52,13:41:52,S14,12
TSLTB2R_1145,13:52:30,13:52:30,S13,13
TSLTB2R_1145,14:03:08,14:03:08,S12,14
TSLTB2R_1145,14:13:45,14:13:45,S11,15
TSLTB2R_1145,14:24:22,14:24:22,S10,16
TSLTB2R_1145,14:35:00,14:35:00,S09,17
TSLTB2R_1145,14:45:38,14:45:38,S08,18
TSLTB2R_1145,14:56:15,14:56:15,S07,19
TSLTB2R_1145,15:06:52,15:06:52,S06,20
TSLTB2R_1145,15:17:30,15:17:30,S05,21
TSLTB2R_1145,15:28:08,15:28:08,S04,22
TSLTB2R_1145,15:38:45,15:38:45,S03,23
TSLTB2R_1145,15:49:22,15:49:22,S02,24
TSLTB2R_1145,16:00:00,16:00:00,S01,25
TSLTB2R_1320,13:20:00,13:20:00,S25,1
TSLTB2R_1320,13:35:25,13:35:25,S24,2
TSLTB2R_1320,13:50:50,13:50:50,S23,3
TSLTB2R_1320,14:06:15,14:06:15,S22,4
TSLTB2R_1320,14:21:40,14:21:40,S21,5
TSLTB2R_1320,14:37:05,14:37:05,S20,6
TSLTB2R_1320,14:52:30,14:52:30,S19,7
TSLTB2R_1320,15:07:55,15:07:55,S18,8
TSLTB2R_1320,15:23:20,15:23:20,S17,9
TSLTB2R_1320,15:38:45,15:38:45,S16,10
TSLTB2R_1320,15:54:10,15:54:10,S15,11
TSLTB2R_1320,16:09:35,16:09:35,S14,12
TSLTB2R_1320,16:25:00,16:25:00,S13,13
TSLTB2R_1320,16:40:25,16:40:25,S12,14
TSLTB2R_1320,16:55:50,16:55:50,S11,15
TSLTB2R_1320,17:11:15,17:11:15,S10,16
TSLTB2R_1320,17:26:40,17:26:40,S09,17
TSLTB2R_1320,17:42:05,17:42:05,S08,18
TSLTB2R_1320,17:57:30,17:57:30,S07,19
TSLTB2R_1320,18:12:55,18:12:55,S06,20
TSLTB2R_1320,18:28:20,18:28:20,S05,21
TSLTB2R_1320,18:43:45,18:43:45,S04,22
TSLTB2R_1320,18:59:10,18:59:10,S03,23
TSLTB2R_1320,19:14:35,19:14:35,S02,24
TSLTB2R_1320,19:30:00,19:30:00,S01,25
TSLTB2R_1420,14:20:00,14:20:00,S25,1
TSLTB2R_1420,14:32:18,14:32:18,S24,2
TSLTB2R_1420,14:44:35,14:44:35,S23,3
TSLTB2R_1420,14:56:52,14:56:52,S22,4
TSLTB2R_1420,15:09:10,15:09:10,S21,5
TSLTB2R_1420,15:21:28,15:21:28,S20,6
TSLTB2R_1420,15:33:45,15:33:45,S19,7
TSLTB2R_1420,15:46:02,15:46:02,S18,8
TSLTB2R_1420,15:58:20,15:58:20,S17,9
TSLTB2R_1420,16:10:38,16:10:38,S16,10
TSLTB2R_1420,16:22:55,16:22:55,S15,11
TSLTB2R_1420,16:35:12,16:35:12,S14,12
TSLTB2R_1420,16:47:30,16:47:30,S13,13
TSLTB2R_1420,16:59:48,16:59:48,S12,14
TSLTB2R_1420,17:12:05,17:12:05,S11,15
TSLTB2R_1420,17:24:22,17:24:22,S10,16
TSLTB2R_1420,17:36:40,17:36:40,S09,17
TSLTB2R_1420,17:48:58,17:48:58,S08,18
TSLTB2R_1420,18:01:15,18:01:15,S07,19
TSLTB2R_1420,18:13:32,18:13:32,S06,20
TSLTB2R_1420,18:25:50,18:25:50,S05,21
TSLTB2R_1420,18:38:08,18:38:08,S04,22
TSLTB2R_1420,18:50:25,18:50:25,S03,23
TSLTB2R_1420,19:02:42,19:02:42,S02,24
TSLTB2R_1420,19:15:00,19:15:00,S01,25
TSLTB2R_1500,15:00:00,15:00:00,S25,1
TSLTB2R_1500,15:13:08,15:13:08,S24,2
TSLTB2R_1500,15:26:15,15:26:15,S23,3
TSLTB2R_1500,15:39:22,15:39:22,S22,4
TSLTB2R_1500,15:52:30,15:52:30,S21,5
TSLTB2R_1500,16:05:38,16:05:38,S20,6
TSLTB2R_1500,16:18:45,16:18:45,S19,7
TSLTB2R_1500,16:31:52,16:31:52,S18,8
TSLTB2R_1500,16:45:00,16:45:00,S17,9
TSLTB2R_1500,16:58:08,16:58:08,S16,10
TSLTB2R_1500,17:11:15,17:11:15,S15,11
TSLTB2R_1500,17:24:22,17:24:22,S14,12
TSLTB2R_1500,17:37:30,17:37:30,S13,13
TSLTB2R_1500,17:50:38,17:50:38,S12,14
TSLTB2R_1500,18:03:45,18:03:45,S11,15
TSLTB2R_1500,18:16:52,18:16:52,S10,16
TSLTB2R_1500,18:30:00,18:30:00,S09,17
TSLTB2R_1500,18:43:08,18:43:08,S08,18
TSLTB2R_1500,18:56:15,18:56:15,S07,19
TSLTB2R_1500,19:09:22,19:09:22,S06,20
TSLTB2R_1500,19:22:30,19:22:30,S05,21
TSLTB2R_1500,19:35:38,19:35:38,S04,22
TSLTB2R_1500,19:48:45,19:48:45,S03,23
TSLTB2R_1500,20:01:52,20:01:52,S02,24
TSLTB2R_1500,20:15:00,20:15:00,S01,25
TSLTB2R_1615,16:15:00,16:15:00,S25,1
TSLTB2R_1615,16:27:30,16:27:30,S24,2
TSLTB2R_1615,16:40:00,16:40:00,S23,3
TSLTB2R_1615,16:52:30,16:52:30,S22,4
TSLTB2R_1615,17:05:00,17:05:00,S21,5
TSLTB2R_1615,17:17:30,17:17:30,S20,6
TSLTB2R_1615,17:30:00,17:30:00,S19,7
TSLTB2R_1615,17:42:30,17:42:30,S18,8
TSLTB2R_1615,17:55:00,17:55:00,S17,9
TSLTB2R_1615,18:07:30,18:07:30,S16,10
TSLTB2R_1615,18:20:00,18:20:00,S15,11
TSLTB2R_1615,18:32:30,18:32:30,S14,12
TSLTB2R_1615,18:45:00,18:45:00,S13,13
TSLTB2R_1615,18:57:30,18:57:30,S12,14
TSLTB2R_1615,19:10:00,19:10:00,S11,15
TSLTB2R_1615,19:22:30,19:22:30,S10,16
TSLTB2R_1615,19:35:00,19:35:00,S09,17
TSLTB2R_1615,19:47:30,19:47:30,S08,18
TSLTB2R_1615,20:00:00,20:00:00,S07,19
TSLTB2R_1615,20:12:30,20:12:30,S06,20
TSLTB2R_1615,20:25:00,20:25:00,S05,21
TSLTB2R_1615,20:37:30,20:37:30,S04,22
TSLTB2R_1615,20:50:00,20:50:00,S03,23
TSLTB2R_1615,21:02:30,21:02:30,S02,24
TSLTB2R_1615,21:15:00,21:15:00,S01,25
TSLTB2R_1830,18:30:00,18:30:00,S25,1
TSLTB2R_1830,18:40:25,18:40:25,S24,2
TSLTB2R_1830,18:50:50,18:50:50,S23,3
TSLTB2R_1830,19:01:15,19:01:15,S22,4
TSLTB2R_1830,19:11:40,19:11:40,S21,5
TSLTB2R_1830,19:22:05,19:22:05,S20,6
TSLTB2R_1830,19:32:30,19:32:30,S19,7
TSLTB2R_1830,19:42:55,19:42:55,S18,8
TSLTB2R_1830,19:53:20,19:53:20,S17,9
TSLTB2R_1830,20:03:45,20:03:45,S16,10
TSLTB2R_1830,20:14:10,20:14:10,S15,11
TSLTB2R_1830,20:24:35,20:24:35,S14,12
TSLTB2R_1830,20:35:00,20:35:00,S13,13
TSLTB2R_1830,20:45:25,20:45:25,S12,14
TSLTB2R_1830,20:55:50,20:55:50,S11,15
TSLTB2R_1830,21:06:15,21:06:15,S10,16
TSLTB2R_1830,21:16:40,21:16:40,S09,17
TSLTB2R_1830,21:27:05,21:27:05,S08,18
TSLTB2R_1830,21:37:30,21:37:30,S07,19
TSLTB2R_1830,21:47:55,21:47:55,S06,20
TSLTB2R_1830,21:58:20,21:58:20,S05,21
TSLTB2R_1830,22:08:45,22:08:45,S04,22
TSLTB2R_1830,22:19:10,22:19:10,S03,23
TSLTB2R_1830,22:29:35,22:29:35,S02,24
TSLTB2R_1830,22:40:00,22:40:00,S01,25
TSLTB255_1410,14:10:00,14:10:00,S01,1
TSLTB255_1410,14:25:00,14:25:00,S26,2
TSLTB255_1410,14:40:00,14:40:00,S27,3
TSLTB255_1410,14:55:00,14:55:00,S28,4
TSLTB255_1410,15:10:00,15:10:00,S29,5
TSLTB255_1410,15:25:00,15:25:00,S30,6
TSLTB255_1410,15:40:00,15:40:00,S11,7
TSLTB255_1410,15:55:00,15:55:00,S12,8
TSLTB255_1410,16:10:00,16:10:00,S13,9
TSLTB255_1410,16:25:00,16:25:00,S14,10
TSLTB255_1410,16:40:00,16:40:00,S15,11
TSLTB255_1410,16:55:00,16:55:00,S16,12
TSLTB255_1410,17:10:00,17:10:00,S17,13
TSLTB255_1410,17:25:00,17:25:00,S18,14
TSLTB255_1410,17:40:00,17:40:00,S19,15
TSLTB255_1410,17:55:00,17:55:00,S20,16
TSLTB255_1410,18:10:00,18:10:00,S21,17
TSLTB255_1410,18:25:00,18:25:00,S22,18
TSLTB255_1410,18:40:00,18:40:00,S23,19
TSLTB255_1410,18:55:00,18:55:00,S24,20
